mac,weekday,fecha_esp32,voltaje,corriente,potencia,frecuencia,energia,fp,esp32_temp,workstation_cpu,workstation_cpu_power,workstation_cpu_temp,workstation_gpu,workstation_gpu_power,workstation_gpu_temp,workstation_ram,workstation_ram_power
3C:61:05:12:96:30,6,2022-07-02 05:31:00,119.39500000000001,1.0791666666666666,117.875,59.995,0.0019999999999527063,0.9141666666666667,50.157376666666664,9.719166666666666,43.09,32.916666666666664,0.0,35.31666666666667,14.4775,49.24066666666667,9.555166666666667
3C:61:05:12:96:30,6,2022-07-02 05:32:00,119.40333333333335,1.0809833333333332,118.13166666666666,59.95333333333333,0.002000000000066393,0.9148333333333334,49.722195000000006,9.951666666666666,43.09,32.8,0.0,35.4,14.445500000000001,49.24,9.719833333333332
3C:61:05:12:96:30,6,2022-07-02 05:33:00,119.39166666666667,1.0804666666666667,118.03333333333333,59.97666666666667,0.0019999999999527063,0.9148333333333334,48.82404666666667,10.024166666666668,43.09,33.1,0.0,35.28333333333333,14.492999999999999,49.25233333333333,10.485166666666666
3C:61:05:12:96:30,6,2022-07-02 05:34:00,119.39500000000001,1.0818666666666668,118.07,59.97666666666667,0.0019999999999527063,0.9143333333333333,49.712935,10.045833333333333,43.09,34.083333333333336,0.0,35.483333333333334,14.487,49.2815,10.856666666666666
3C:61:05:12:96:30,6,2022-07-02 05:35:00,119.39333333333335,1.08835,118.85666666666665,59.980000000000004,0.002000000000066393,0.9145000000000001,49.731453333333334,10.7965,43.09,34.36666666666667,0.0,35.3,14.492333333333333,49.289,10.565833333333334
3C:61:05:12:96:30,6,2022-07-02 05:36:00,119.39500000000001,1.0811833333333332,118.05333333333333,59.97166666666667,0.0019999999999527063,0.9150000000000001,51.51848833333334,10.495833333333334,43.09,33.766666666666666,0.0,35.233333333333334,14.463,49.27633333333333,9.463833333333334
3C:61:05:12:96:30,6,2022-07-02 05:37:00,119.39500000000001,1.0799166666666666,117.95333333333333,59.95,0.002000000000066393,0.9150000000000001,49.703675,10.733166666666667,43.09,34.35,0.0,35.38333333333333,14.475166666666667,49.26916666666667,9.585166666666668
3C:61:05:12:96:30,6,2022-07-02 05:38:00,119.40666666666668,1.0933666666666668,119.57666666666667,59.92166666666666,0.0019999999999527063,0.9156666666666667,48.81478666666667,10.338666666666667,43.09,33.86666666666667,0.0,35.2,14.471333333333332,49.2785,9.9055
3C:61:05:12:96:30,6,2022-07-02 05:39:00,119.4,1.0825,118.16666666666667,59.97833333333333,0.002000000000066393,0.9136666666666666,50.50923,10.25,43.09,33.53333333333333,0.0,35.233333333333334,14.463333333333333,49.226,9.467833333333335
3C:61:05:12:96:30,6,2022-07-02 05:40:00,119.40333333333335,1.0847,118.35,59.97833333333333,0.0019999999999527063,0.9141666666666667,52.425893333333335,10.114,43.09,33.5,0.0,35.35,14.489166666666668,49.241166666666665,10.093
3C:61:05:12:96:30,6,2022-07-02 05:41:00,119.40166666666667,1.0875166666666667,118.72166666666666,59.98833333333334,0.0019999999999527063,0.9145000000000001,50.157376666666664,10.264999999999999,43.09,33.916666666666664,0.0,35.333333333333336,14.481333333333334,49.2465,10.197166666666668
3C:61:05:12:96:30,6,2022-07-02 05:42:00,119.40333333333335,1.0842500000000002,118.30333333333333,59.958333333333336,0.002000000000066393,0.9133333333333334,47.47219666666667,9.727166666666667,43.09,33.333333333333336,0.0,35.43333333333333,14.484833333333334,49.25033333333333,9.811166666666667
3C:61:05:12:96:30,6,2022-07-02 05:43:00,119.39500000000001,1.0811166666666667,117.955,59.998333333333335,0.0019999999999527063,0.9131666666666667,50.63886,9.952833333333333,43.09,33.68333333333333,0.0,35.166666666666664,14.514833333333334,49.24033333333333,9.524833333333333
3C:61:05:12:96:30,6,2022-07-02 05:44:00,119.39166666666667,1.0899833333333333,119.02,59.998333333333335,0.002000000000066393,0.9141666666666667,50.601821666666666,10.661833333333334,43.09,34.483333333333334,0.0,35.21666666666667,14.515166666666666,49.2515,10.678333333333335
3C:61:05:12:96:30,6,2022-07-02 05:45:00,119.38000000000001,1.08835,118.90166666666667,59.998333333333335,0.0019999999999527063,0.9148333333333334,51.064785,10.271833333333332,43.09,34.25,0.0,35.56666666666667,14.51,49.2315,10.3135
3C:61:05:12:96:30,6,2022-07-02 05:46:00,119.39500000000001,1.0841333333333334,118.43666666666667,59.94166666666667,0.0019999999999527063,0.9158333333333334,49.731453333333334,10.437333333333333,43.09,33.8,0.0,35.31666666666667,14.515666666666666,49.20183333333333,9.773333333333333
3C:61:05:12:96:30,6,2022-07-02 05:47:00,119.38666666666668,1.0888333333333333,119.0,59.99333333333333,0.002000000000066393,0.9148333333333334,51.527746666666665,10.5435,43.09,34.11666666666667,0.0,35.11666666666667,14.525833333333333,49.19783333333333,10.490333333333332
3C:61:05:12:96:30,6,2022-07-02 05:48:00,119.38000000000001,1.0847499999999999,118.50666666666666,59.965,0.0019999999999527063,0.9148333333333334,49.28701,9.868500000000001,43.09,33.2,0.03333333333333333,35.2,14.5315,49.23866666666667,9.952
3C:61:05:12:96:30,6,2022-07-02 05:49:00,119.38166666666667,1.0914166666666667,119.31833333333334,59.98833333333334,0.002000000000066393,0.9155,49.287011666666665,10.389666666666667,43.09,34.38333333333333,0.0,35.166666666666664,14.560666666666666,49.208499999999994,10.575166666666666
3C:61:05:12:96:30,6,2022-07-02 05:50:00,119.39166666666667,1.07555,117.43333333333334,59.998333333333335,0.0019999999999527063,0.9143333333333333,49.28701,10.364666666666666,43.09,33.4,0.0,35.233333333333334,14.578833333333334,49.19833333333334,9.177999999999999
3C:61:05:12:96:30,6,2022-07-02 05:51:00,119.38000000000001,1.0896666666666666,119.12666666666668,59.958333333333336,0.002000000000066393,0.9145000000000001,51.08330333333333,9.7485,43.09,33.21666666666667,0.0,35.13333333333333,14.5785,49.24283333333334,9.858833333333333
3C:61:05:12:96:30,6,2022-07-02 05:52:00,119.39666666666668,1.0826833333333332,118.3,59.95166666666667,0.0019999999999527063,0.9150000000000001,50.629599999999996,10.113666666666667,43.09,32.983333333333334,0.0,35.05,14.558,49.2605,8.828666666666667
3C:61:05:12:96:30,6,2022-07-02 05:53:00,119.39666666666668,1.0905,119.095,59.94833333333334,0.0019999999999527063,0.9143333333333333,49.61108333333333,10.479333333333333,43.09,34.13333333333333,0.0,35.28333333333333,14.567666666666666,49.27066666666666,10.405666666666667
3C:61:05:12:96:30,6,2022-07-02 05:54:00,119.38000000000001,1.0841166666666666,118.36999999999999,59.985,0.002000000000066393,0.9143333333333333,50.16663666666667,10.225333333333333,43.09,33.7,0.0,35.28333333333333,14.569333333333333,49.28,10.340666666666666
3C:61:05:12:96:30,6,2022-07-02 05:55:00,119.40666666666668,1.0803,117.95333333333333,59.96333333333334,0.0019999999999527063,0.914,51.06478333333334,10.427166666666666,43.09,33.46666666666667,0.0,35.25,14.568999999999999,49.27066666666666,9.724333333333334
3C:61:05:12:96:30,6,2022-07-02 05:56:00,119.39500000000001,1.0823333333333334,118.19833333333332,59.986666666666665,0.002000000000066393,0.9138333333333334,49.28701,10.184333333333333,43.09,33.983333333333334,0.0,35.2,14.548499999999999,49.27366666666667,9.983
3C:61:05:12:96:30,6,2022-07-02 05:57:00,119.42333333333335,1.0864166666666668,118.70666666666666,59.955000000000005,0.0019999999999527063,0.9141666666666667,49.731453333333334,10.592166666666666,43.09,33.95,0.0,35.15,14.537166666666668,49.282500000000006,9.615833333333335
3C:61:05:12:96:30,6,2022-07-02 05:58:00,119.40833333333333,1.0845,118.42833333333333,59.97166666666667,0.0019999999999527063,0.9138333333333334,49.731453333333334,10.198,43.09,33.9,0.0,35.18333333333333,14.541,49.2705,9.966666666666667
3C:61:05:12:96:30,6,2022-07-02 05:59:00,119.39833333333334,1.0831666666666666,118.25500000000001,59.998333333333335,0.00100000000009004,0.9136666666666666,51.08330333333333,10.142333333333333,43.09,34.03333333333333,0.0,35.4,14.527166666666666,49.27383333333333,9.993333333333334
3C:61:05:12:96:30,6,2022-07-02 06:00:00,119.41333333333334,1.0784666666666667,117.56833333333334,59.96,0.0019999999999527063,0.913,51.481451666666665,10.156666666666666,43.09,32.85,0.0,35.1,14.491833333333334,49.26316666666666,8.978000000000002
3C:61:05:12:96:30,6,2022-07-02 06:01:00,119.39833333333334,1.0854666666666666,118.56166666666667,59.97833333333333,0.0019999999999527063,0.9150000000000001,50.16663666666667,10.171666666666665,43.09,33.766666666666666,0.0,35.13333333333333,14.51,49.27616666666667,9.6525
3C:61:05:12:96:30,6,2022-07-02 06:02:00,119.405,1.08885,118.92333333333333,59.97833333333333,0.002000000000066393,0.9146666666666667,50.18515666666667,10.158999999999999,43.09,33.68333333333333,0.0,35.2,14.473666666666666,49.257333333333335,9.678333333333335
3C:61:05:12:96:30,6,2022-07-02 06:03:00,119.40833333333333,1.0867499999999999,118.705,59.961666666666666,0.0019999999999527063,0.9148333333333334,48.82404833333333,10.99,43.09,34.666666666666664,0.0,35.266666666666666,14.5015,49.28216666666666,10.286166666666666
3C:61:05:12:96:30,6,2022-07-02 06:04:00,119.41666666666667,1.0771166666666665,117.53,59.961666666666666,0.002000000000066393,0.9135000000000001,49.722195000000006,10.208166666666667,43.09,33.53333333333333,0.0,35.25,14.501666666666667,49.339166666666664,9.406666666666666
